broad_field,major_field,field,year,n_phds
Psychology and social sciences,Other social sciences,Demography and population studies,2011,30.0
Psychology and social sciences,Other social sciences,Gender and women's studies,2011,165.90491591203104
Psychology and social sciences,Other social sciences,Geography,2011,233.0
Psychology and social sciences,Other social sciences,Gerontology (social sciences),2011,27.0
Psychology and social sciences,Other social sciences,Health policy analysis,2011,165.90491591203104
Psychology and social sciences,Other social sciences,"International relations, international affairs",2011,113.0
Psychology and social sciences,Other social sciences,Linguistics,2011,270.0
Psychology and social sciences,Other social sciences,Public policy analysis,2011,223.0
Psychology and social sciences,Other social sciences,Statistics (social sciences),2011,22.0
Psychology and social sciences,Other social sciences,"Urban, city, community and regional planning",2011,104.0
Psychology and social sciences,Other social sciences,"Urban studies, affairs",2011,31.0
Psychology and social sciences,Other social sciences,"Social sciences, general",2011,39.0
Psychology and social sciences,Other social sciences,"Social sciences, other",2011,114.0
Engineering,Other engineering,Agricultural engineering,2011,60.0
Engineering,Other engineering,Ceramic sciences engineering,2011,7.0
Engineering,Other engineering,Communications engineering,2011,16.0
Engineering,Other engineering,Computer engineering,2011,372.0
Engineering,Other engineering,"Engineering management, administration",2011,37.0
Engineering,Other engineering,Engineering mechanics,2011,63.0
Engineering,Other engineering,Engineering physics,2011,32.0
Engineering,Other engineering,Engineering science,2011,51.0
Engineering,Other engineering,"Environmental, environmental health engineeringl",2011,144.0
Engineering,Other engineering,Geotechnical and geoenvironmental engineering,2011,165.90491591203104
Engineering,Other engineering,Metallurgical engineering,2011,30.0
Engineering,Other engineering,Mining and mineral engineering,2011,6.0
Engineering,Other engineering,Nuclear engineering,2011,107.0
Engineering,Other engineering,Ocean engineering,2011,26.0
Engineering,Other engineering,Operations research (engineering),2011,83.0
Engineering,Other engineering,Petroleum engineering,2011,56.0
Engineering,Other engineering,"Polymer, plastics engineering",2011,71.0
Engineering,Other engineering,Robotics,2011,46.0
Engineering,Other engineering,Structural engineering,2011,69.0
Engineering,Other engineering,Systems engineering,2011,79.0
Engineering,Other engineering,Transportation and highway engineering,2011,165.90491591203104
Engineering,Other engineering,"Engineering, general",2011,36.0
Engineering,Other engineering,"Engineering, other",2011,134.0
Education,Education administration,Educational administration and supervision,2011,217.0
Education,Education administration,"Educational and human resource studies, development",2011,165.90491591203104
Education,Education administration,Educational leadership,2011,649.0
Education,Education administration,Urban education and leadership,2011,58.0
Education,Education research,"Counseling education, counseling and guidance",2011,223.0
Education,Education research,Curriculum and instruction,2011,590.0
Education,Education research,Educational and instructional media design,2011,133.0
Education,Education research,Educational and instructional technology,2011,165.90491591203104
Education,Education research,"Educational assessment, testing, measurement",2011,73.0
Education,Education research,Educational policy analysis,2011,151.0
Education,Education research,Educational psychology (education),2011,287.0
Education,Education research,"Educational statistics, research methods",2011,79.0
Education,Education research,Higher education evaluation and research,2011,384.0
Education,Education research,International education,2011,60.0
Education,Education research,School psychology (education),2011,128.0
Education,Education research,Social and philosophical foundations of education,2011,100.0
Education,Education research,Special education,2011,230.0
Education,Teacher education,Adult and continuing teacher education,2011,64.0
Education,Teacher education,Elementary teacher education,2011,45.0
Education,Teacher education,"Pre-elementary, early childhood teacher education",2011,52.0
Education,Teacher education,Secondary teacher education,2011,43.0
Education,Teaching fields,Agricultural education,2011,28.0
Education,Teaching fields,Art education,2011,48.0
Education,Teaching fields,Bilingual and multilingual education,2011,165.90491591203104
Education,Teaching fields,Business education,2011,165.90491591203104
Education,Teaching fields,English as a second or foreign language,2011,165.90491591203104
Education,Teaching fields,English education,2011,64.0
Education,Teaching fields,"Family, consumer, and human sciences",2011,24.0
Education,Teaching fields,Foreign languages education,2011,55.0
Education,Teaching fields,Health education,2011,49.0
Education,Teaching fields,Literacy and reading educationm,2011,80.0
Education,Teaching fields,Mathematics education,2011,142.0
Education,Teaching fields,Music education,2011,86.0
Education,Teaching fields,Nursing education,2011,23.0
Education,Teaching fields,Physical education and coaching,2011,43.0
Education,Teaching fields,Science education,2011,93.0
Education,Teaching fields,Social science education,2011,27.0
Education,Teaching fields,"Teacher education and professional development, othern",2011,43.0
Education,Teaching fields,Trade and industrial education,2011,165.90491591203104
Education,Other education,Workforce education and development,2011,165.90491591203104
Education,Other education,"Education, general",2011,122.0
Education,Other education,"Education, other",2011,177.0
Humanities and arts,Foreign languages and literature,Arabic language and literature,2011,8.0
Humanities and arts,Foreign languages and literature,Chinese language and literature,2011,29.0
Humanities and arts,Foreign languages and literature,French language and literature,2011,114.0
Humanities and arts,Foreign languages and literature,Germanic language and literature,2011,71.0
Humanities and arts,Foreign languages and literature,Italian language and literature,2011,38.0
Humanities and arts,Foreign languages and literature,Japanese language and literature,2011,16.0
Humanities and arts,Foreign languages and literature,Latin American languages and literature,2011,165.90491591203104
Humanities and arts,Foreign languages and literature,Russian language and literature,2011,34.0
Humanities and arts,Foreign languages and literature,Slavic (other than Russian),2011,165.90491591203104
Humanities and arts,Foreign languages and literature,Spanish language and literature,2011,247.0
Humanities and arts,Foreign languages and literature,"Foreign languages and literatures, other",2011,87.0
Humanities and arts,History,African history,2011,29.0
Humanities and arts,History,"American history, United States and Canada",2011,432.0
Humanities and arts,History,Asian history,2011,68.0
Humanities and arts,History,European history,2011,224.0
Humanities and arts,History,"History, science and technology and society",2011,47.0
Humanities and arts,History,Latin American history,2011,52.0
Humanities and arts,History,"Middle, Near East history",2011,63.0
Humanities and arts,History,"History, general",2011,68.0
Humanities and arts,History,"History, other",2011,82.0
Humanities and arts,Letters,"American literature, United States and Canada",2011,367.0
Humanities and arts,Letters,Classics,2011,91.0
Humanities and arts,Letters,Comparative literature,2011,192.0
Humanities and arts,Letters,Creative writing,2011,84.0
Humanities and arts,Letters,English language,2011,179.0
Humanities and arts,Letters,"English literature, British and Commonwealth",2011,354.0
Humanities and arts,Letters,Folklore,2011,10.0
Humanities and arts,Letters,Rhetoric and composition,2011,165.90491591203104
Humanities and arts,Letters,Speech and rhetorical studies,2011,165.0
Humanities and arts,Letters,"Letters, general",2011,25.0
Humanities and arts,Letters,"Letters, other",2011,46.0
Humanities and arts,Other humanities and arts,Archaeology (humanities),2011,87.0
Humanities and arts,Other humanities and arts,"Art history, criticism, and conservation",2011,242.0
Humanities and arts,Other humanities and arts,"Bible, biblical studies",2011,103.0
Humanities and arts,Other humanities and arts,Dance,2011,165.90491591203104
Humanities and arts,Other humanities and arts,"Drama, theater arts",2011,106.0
Humanities and arts,Other humanities and arts,Ethics,2011,165.90491591203104
Humanities and arts,Other humanities and arts,"Film, cinema, video studies",2011,165.90491591203104
Humanities and arts,Other humanities and arts,"Jewish, Judaic studies",2011,165.90491591203104
Humanities and arts,Other humanities and arts,Music,2011,81.0
Humanities and arts,Other humanities and arts,Musicology and ethnomusicology,2011,137.0
Humanities and arts,Other humanities and arts,Music performance,2011,93.0
Humanities and arts,Other humanities and arts,Music theory and composition,2011,95.0
Humanities and arts,Other humanities and arts,"Music, other",2011,22.0
